epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,80.7413,1.59511,1.94754,1.32816,0.41723,0.37928,0.36302,0.18777,1.64763,1.69664,1.37451,0.0004765,0.0004765,0.0004765
14,86.7292,1.59371,1.8412,1.34061,0.42196,0.40098,0.35885,0.17215,1.66778,1.68639,1.38332,0.000464125,0.000464125,0.000464125
15,92.7418,1.55683,1.79346,1.30721,0.72526,0.34696,0.37991,0.18657,1.66778,1.68615,1.37622,0.00045175,0.00045175,0.00045175
16,98.8931,1.56953,1.78012,1.29856,0.6676,0.36874,0.41158,0.21101,1.64756,1.6339,1.36653,0.000439375,0.000439375,0.000439375
17,104.934,1.53253,1.67155,1.30526,0.64167,0.3905,0.42595,0.22461,1.63286,1.57354,1.35123,0.000427,0.000427,0.000427
18,110.915,1.50169,1.67413,1.26691,0.55358,0.45248,0.4815,0.27389,1.56392,1.50324,1.29737,0.000414625,0.000414625,0.000414625
19,116.955,1.47527,1.60534,1.24182,0.60935,0.45126,0.4954,0.28656,1.56728,1.46952,1.29875,0.00040225,0.00040225,0.00040225
20,123.204,1.48878,1.59936,1.26101,0.73973,0.49123,0.52414,0.30512,1.57415,1.44967,1.3095,0.000389875,0.000389875,0.000389875
21,129.56,1.48137,1.56916,1.25032,0.74158,0.46263,0.53678,0.32058,1.55347,1.45655,1.30069,0.0003775,0.0003775,0.0003775
22,135.665,1.43413,1.53521,1.22628,0.76917,0.46382,0.55643,0.3338,1.52605,1.38896,1.27155,0.000365125,0.000365125,0.000365125
23,141.688,1.43033,1.47629,1.22416,0.74402,0.54902,0.59101,0.34545,1.52879,1.36821,1.26778,0.00035275,0.00035275,0.00035275
24,147.647,1.42357,1.48485,1.2115,0.77597,0.50354,0.57247,0.3454,1.4855,1.3629,1.25498,0.000340375,0.000340375,0.000340375
25,153.887,1.40525,1.49608,1.22199,0.7857,0.50039,0.58196,0.36158,1.49329,1.33863,1.25842,0.000328,0.000328,0.000328
26,159.842,1.37926,1.4673,1.21709,0.69305,0.54188,0.59124,0.35316,1.53134,1.34022,1.27442,0.000315625,0.000315625,0.000315625
27,165.861,1.38352,1.44441,1.18782,0.78712,0.51953,0.59708,0.35435,1.49795,1.31798,1.2607,0.00030325,0.00030325,0.00030325
28,171.832,1.39859,1.37922,1.19535,0.66951,0.58723,0.60857,0.35658,1.49941,1.3024,1.2511,0.000290875,0.000290875,0.000290875
29,177.852,1.34334,1.33492,1.15864,0.68407,0.57824,0.64266,0.37813,1.48167,1.27919,1.24124,0.0002785,0.0002785,0.0002785
30,184.056,1.39961,1.37311,1.17417,0.71338,0.60481,0.63902,0.37409,1.47818,1.29294,1.24566,0.000266125,0.000266125,0.000266125
31,190.039,1.35695,1.39531,1.18187,0.75295,0.57103,0.64016,0.37996,1.47197,1.2683,1.24158,0.00025375,0.00025375,0.00025375
32,196.043,1.37495,1.34416,1.18756,0.77102,0.5495,0.6445,0.39503,1.47759,1.28023,1.23263,0.000241375,0.000241375,0.000241375
33,202.151,1.34886,1.33041,1.16509,0.78358,0.58522,0.65757,0.4065,1.48754,1.23816,1.24139,0.000229,0.000229,0.000229
34,208.306,1.31076,1.30586,1.1465,0.8002,0.55831,0.6488,0.40327,1.47403,1.22586,1.22936,0.000216625,0.000216625,0.000216625
35,214.481,1.29987,1.28521,1.14092,0.81055,0.57239,0.65758,0.4006,1.47553,1.22516,1.22729,0.00020425,0.00020425,0.00020425
36,220.388,1.32206,1.31068,1.14509,0.76581,0.58344,0.64948,0.39584,1.46552,1.22525,1.22778,0.000191875,0.000191875,0.000191875
37,226.468,1.3244,1.29454,1.15603,0.78549,0.56541,0.66678,0.40978,1.46803,1.20478,1.24252,0.0001795,0.0001795,0.0001795
38,232.489,1.27974,1.26323,1.14618,0.80686,0.54651,0.65318,0.39741,1.44638,1.19838,1.23052,0.000167125,0.000167125,0.000167125
39,238.587,1.31353,1.2802,1.14617,0.77916,0.56966,0.65105,0.39347,1.44261,1.19326,1.21612,0.00015475,0.00015475,0.00015475
40,244.699,1.25545,1.24693,1.13351,0.65333,0.60763,0.65756,0.40319,1.46312,1.1889,1.22194,0.000142375,0.000142375,0.000142375
41,288.979,1.2428,1.34998,1.12485,0.69362,0.62299,0.67288,0.40952,1.48839,1.21013,1.24768,0.00013,0.00013,0.00013
42,294.816,1.25682,1.33569,1.1169,0.63074,0.59756,0.64698,0.39404,1.46932,1.24886,1.23901,0.000117625,0.000117625,0.000117625
43,300.644,1.24408,1.31924,1.11234,0.65384,0.58291,0.64814,0.39471,1.46093,1.23792,1.22471,0.00010525,0.00010525,0.00010525
44,306.412,1.20215,1.248,1.10836,0.69204,0.55978,0.66325,0.40664,1.4485,1.20937,1.22408,9.2875e-05,9.2875e-05,9.2875e-05
45,312.211,1.21972,1.2515,1.11374,0.68267,0.60126,0.67112,0.40786,1.45736,1.20799,1.22945,8.05e-05,8.05e-05,8.05e-05
46,318.15,1.18567,1.19626,1.09329,0.67567,0.62338,0.67246,0.40794,1.44359,1.19351,1.21991,6.8125e-05,6.8125e-05,6.8125e-05
47,324.135,1.1872,1.19927,1.07911,0.64628,0.62317,0.67904,0.41285,1.4456,1.18561,1.21976,5.575e-05,5.575e-05,5.575e-05
48,329.916,1.17897,1.19542,1.07713,0.70612,0.57099,0.68236,0.41613,1.45334,1.18474,1.22392,4.3375e-05,4.3375e-05,4.3375e-05
49,335.753,1.17944,1.19505,1.087,0.62397,0.75129,0.69437,0.41996,1.4567,1.18017,1.22603,3.1e-05,3.1e-05,3.1e-05
50,341.606,1.17216,1.19811,1.08709,0.63504,0.75465,0.69443,0.4226,1.45532,1.179,1.22496,1.8625e-05,1.8625e-05,1.8625e-05
