epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,5716.22,1.26702,0.88893,1.18845,0.72486,0.68625,0.72839,0.43149,1.52028,1.02893,1.41154,0.000365125,0.000365125,0.000365125
23,5981.21,1.25313,0.88593,1.20302,0.83957,0.68871,0.74528,0.44628,1.497,1.04131,1.38972,0.00035275,0.00035275,0.00035275
24,6238.49,1.22246,0.86032,1.18251,0.7989,0.65738,0.70991,0.42049,1.46941,1.03934,1.37816,0.000340375,0.000340375,0.000340375
25,6491.86,1.21807,0.85786,1.18551,0.81314,0.66927,0.72128,0.4361,1.47998,1.02654,1.38516,0.000328,0.000328,0.000328
26,6732.62,1.18174,0.82284,1.16857,0.80248,0.66338,0.73458,0.44724,1.44218,1.00327,1.35734,0.000315625,0.000315625,0.000315625
27,7015.07,1.16581,0.80383,1.13619,0.80438,0.8058,0.79178,0.48132,1.49368,1.00304,1.39148,0.00030325,0.00030325,0.00030325
28,7282.89,1.19011,0.78377,1.15302,0.81794,0.71289,0.7889,0.47366,1.48431,0.96037,1.39327,0.000290875,0.000290875,0.000290875
29,7512.56,1.12489,0.75721,1.10371,0.86633,0.70682,0.78417,0.45834,1.51873,0.96388,1.39371,0.0002785,0.0002785,0.0002785
30,7768.48,1.16343,0.77438,1.1206,0.81862,0.81497,0.85214,0.51049,1.45427,0.958,1.35356,0.000266125,0.000266125,0.000266125
31,8019.32,1.14332,0.77383,1.13041,0.79971,0.7496,0.83952,0.51456,1.48881,0.94562,1.36637,0.00025375,0.00025375,0.00025375
32,8274.26,1.13798,0.75221,1.12763,0.78762,0.81644,0.85053,0.52578,1.44356,0.96959,1.34527,0.000241375,0.000241375,0.000241375
33,8504.16,1.09925,0.7231,1.10788,0.73559,0.8815,0.87648,0.54938,1.43516,0.94006,1.33977,0.000229,0.000229,0.000229
34,8775.69,1.08583,0.72027,1.09446,0.80327,0.81146,0.82111,0.50628,1.45424,0.92166,1.33947,0.000216625,0.000216625,0.000216625
35,9020.28,1.06167,0.71099,1.0862,0.79236,0.84238,0.82165,0.51544,1.42271,0.89131,1.33973,0.00020425,0.00020425,0.00020425
36,9287.1,1.07095,0.70108,1.0881,0.77593,0.83841,0.81329,0.49818,1.43016,0.96758,1.33875,0.000191875,0.000191875,0.000191875
37,9541.55,1.05234,0.70751,1.07876,0.7482,0.85728,0.8717,0.53594,1.44062,0.92076,1.34932,0.0001795,0.0001795,0.0001795
38,9795.88,1.01377,0.66723,1.07802,0.84265,0.84951,0.87858,0.56734,1.39652,0.90177,1.31623,0.000167125,0.000167125,0.000167125
39,10058.6,1.02658,0.67714,1.06291,0.7883,0.87817,0.87572,0.56726,1.40144,0.89982,1.31659,0.00015475,0.00015475,0.00015475
40,10314.6,0.98256,0.6579,1.0622,0.77194,0.88587,0.87804,0.55353,1.41779,0.88101,1.31951,0.000142375,0.000142375,0.000142375
41,10637.3,0.98428,0.63839,1.04565,0.80114,0.84718,0.86868,0.53788,1.44412,0.92074,1.32912,0.00013,0.00013,0.00013
42,10895.2,0.97767,0.6124,1.02667,0.71664,0.87433,0.86552,0.53176,1.4233,0.90253,1.32718,0.000117625,0.000117625,0.000117625
43,11138.5,0.94516,0.59073,1.01812,0.73786,0.87379,0.82408,0.50283,1.42703,0.88229,1.34493,0.00010525,0.00010525,0.00010525
44,11393.9,0.94737,0.57448,1.03107,0.73591,0.84064,0.82899,0.50684,1.43475,0.85726,1.33931,9.2875e-05,9.2875e-05,9.2875e-05
45,11640.7,0.93216,0.56795,1.02321,0.75619,0.8813,0.8311,0.51322,1.40913,0.85822,1.31699,8.05e-05,8.05e-05,8.05e-05
46,11912.9,0.89633,0.54897,0.99844,0.79478,0.85637,0.88089,0.54641,1.42347,0.86266,1.3244,6.8125e-05,6.8125e-05,6.8125e-05
47,12169,0.89734,0.53779,0.99332,0.88086,0.82182,0.88271,0.54845,1.43704,0.86085,1.33035,5.575e-05,5.575e-05,5.575e-05
48,12421.2,0.88835,0.55073,0.99617,0.86019,0.82365,0.88254,0.55187,1.41803,0.85731,1.33196,4.3375e-05,4.3375e-05,4.3375e-05
49,12666,0.88287,0.52724,0.9964,0.8174,0.84736,0.88384,0.55227,1.40127,0.85637,1.32823,3.1e-05,3.1e-05,3.1e-05
50,12921.4,0.8718,0.53284,0.9947,0.82499,0.82485,0.88179,0.56566,1.39197,0.85956,1.32241,1.8625e-05,1.8625e-05,1.8625e-05
